Year,Senator,State,Party,Age
1804,Samuel White,Delaware,Federalist,34
1804,Thomas Sumter,South Carolina,Democratic-Republican,70
1804,Pierce Butler,South Carolina,Democratic-Republican,60
1804,William Plumer,New Hampshire,Federalist,45
1804,Samuel J. Potter,Rhode Island,Democratic-Republican,51
1804,Abraham B. Venable,Virginia,Democratic-Republican,46
1804,Theodorus Bailey,New York,Democratic-Republican,46
1804,Israel Smith,Vermont,Democratic-Republican,45
1804,Thomas Worthington,Ohio,Democratic-Republican,31
1804,John Quincy Adams,Massachusetts,Federalist,37
1804,John Smith,Ohio,Democratic-Republican,69
1804,Samuel Maclay,Pennsylvania,Democratic-Republican,63
1804,John Condit,New Jersey,Democratic-Republican,49
1804,Timothy Pickering,Massachusetts,Federalist,59
1804,Samuel Smith,Maryland,Democratic-Republican,52
1804,Benjamin Howland,Rhode Island,Democratic-Republican,49
1804,Samuel L. Mitchill,New York,Democratic-Republican,40
1804,Andrew Moore,Virginia,Democratic-Republican,52
1804,James A. Bayard Sr.,Delaware,Federalist,37
1804,John Smith,New York,Democratic-Republican,69
1804,William Branch Giles,Virginia,Democratic-Republican,42
1805,John Brown,Kentucky,Democratic-Republican,48
1805,Uriah Tracy,Connecticut,Federalist,50
1805,James Hillhouse,Connecticut,Federalist,51
1805,Joseph Anderson,Tennessee,Democratic-Republican,48
1805,Jonathan Dayton,New Jersey,Federalist,45
1805,Jesse Franklin,North Carolina,Democratic-Republican,45
1805,Abraham Baldwin,Georgia,Democratic-Republican,51
1805,Simeon Olcott,New Hampshire,Federalist,70
1805,Christopher Ellery,Rhode Island,Democratic-Republican,36
1805,John Breckinridge,Kentucky,Democratic-Republican,45
1805,Robert Wright,Maryland,Democratic-Republican,53
1805,David Stone,North Carolina,Democratic-Republican,35
1805,George Logan,Pennsylvania,Democratic-Republican,52
1805,Samuel White,Delaware,Federalist,35
1805,Thomas Sumter,South Carolina,Democratic-Republican,71
1805,William Plumer,New Hampshire,Federalist,46
1805,Israel Smith,Vermont,Democratic-Republican,46
1805,Thomas Worthington,Ohio,Democratic-Republican,32
1805,John Quincy Adams,Massachusetts,Federalist,38
1805,John Smith,Ohio,Democratic-Republican,70
1805,Samuel Maclay,Pennsylvania,Democratic-Republican,64
1805,John Condit,New Jersey,Democratic-Republican,50
1805,Timothy Pickering,Massachusetts,Federalist,60
1805,Samuel Smith,Maryland,Democratic-Republican,53
1805,Benjamin Howland,Rhode Island,Democratic-Republican,50
1805,Samuel L. Mitchill,New York,Democratic-Republican,41
1805,Andrew Moore,Virginia,Democratic-Republican,53
1805,James A. Bayard Sr.,Delaware,Federalist,38
1805,John Smith,New York,Democratic-Republican,70
1805,William Branch Giles,Virginia,Democratic-Republican,43
1805,John Adair,Kentucky,Democratic-Republican,48
1805,James Fenner,Rhode Island,Democratic-Republican,34
1805,Buckner Thruston,Kentucky,Democratic-Republican,42
1805,Aaron Kitchell,New Jersey,Democratic-Republican,61
1805,Nicholas Gilman,New Hampshire,Democratic-Republican,50
1805,James Turner,North Carolina,Democratic-Republican,39
1805,John Gaillard,South Carolina,Democratic-Republican,40
1806,Uriah Tracy,Connecticut,Federalist,51
1806,James Hillhouse,Connecticut,Federalist,52
1806,Joseph Anderson,Tennessee,Democratic-Republican,49
1806,Abraham Baldwin,Georgia,Democratic-Republican,52
1806,Robert Wright,Maryland,Democratic-Republican,54
1806,David Stone,North Carolina,Democratic-Republican,36
1806,George Logan,Pennsylvania,Democratic-Republican,53
1806,Samuel White,Delaware,Federalist,36
1806,Thomas Sumter,South Carolina,Democratic-Republican,72
1806,William Plumer,New Hampshire,Federalist,47
1806,Israel Smith,Vermont,Democratic-Republican,47
1806,Thomas Worthington,Ohio,Democratic-Republican,33
1806,John Quincy Adams,Massachusetts,Federalist,39
1806,John Smith,Ohio,Democratic-Republican,71
1806,Samuel Maclay,Pennsylvania,Democratic-Republican,65
1806,John Condit,New Jersey,Democratic-Republican,51
1806,Timothy Pickering,Massachusetts,Federalist,61
1806,Samuel Smith,Maryland,Democratic-Republican,54
1806,Benjamin Howland,Rhode Island,Democratic-Republican,51
1806,Samuel L. Mitchill,New York,Democratic-Republican,42
1806,Andrew Moore,Virginia,Democratic-Republican,54
1806,James A. Bayard Sr.,Delaware,Federalist,39
1806,John Smith,New York,Democratic-Republican,71
1806,William Branch Giles,Virginia,Democratic-Republican,44
1806,John Adair,Kentucky,Democratic-Republican,49
1806,James Fenner,Rhode Island,Democratic-Republican,35
1806,Buckner Thruston,Kentucky,Democratic-Republican,43
1806,Aaron Kitchell,New Jersey,Democratic-Republican,62
1806,Nicholas Gilman,New Hampshire,Democratic-Republican,51
1806,James Turner,North Carolina,Democratic-Republican,40
1806,John Gaillard,South Carolina,Democratic-Republican,41
1806,Henry Clay,Kentucky,Democratic-Republican,29
1806,John Milledge,Georgia,Democratic-Republican,49
1806,Philip Reed,Maryland,Democratic-Republican,46
1807,Uriah Tracy,Connecticut,Federalist,52
1807,James Hillhouse,Connecticut,Federalist,53
1807,Joseph Anderson,Tennessee,Democratic-Republican,50
1807,Abraham Baldwin,Georgia,Democratic-Republican,53
1807,David Stone,North Carolina,Democratic-Republican,37
1807,George Logan,Pennsylvania,Democratic-Republican,54
1807,Samuel White,Delaware,Federalist,37
1807,Thomas Sumter,South Carolina,Democratic-Republican,73
1807,William Plumer,New Hampshire,Federalist,48
1807,Israel Smith,Vermont,Democratic-Republican,48
1807,Thomas Worthington,Ohio,Democratic-Republican,34
1807,John Quincy Adams,Massachusetts,Federalist,40
1807,John Smith,Ohio,Democratic-Republican,72
1807,Samuel Maclay,Pennsylvania,Democratic-Republican,66
1807,John Condit,New Jersey,Democratic-Republican,52
1807,Timothy Pickering,Massachusetts,Federalist,62
1807,Samuel Smith,Maryland,Democratic-Republican,55
1807,Benjamin Howland,Rhode Island,Democratic-Republican,52
1807,Samuel L. Mitchill,New York,Democratic-Republican,43
1807,Andrew Moore,Virginia,Democratic-Republican,55
1807,James A. Bayard Sr.,Delaware,Federalist,40
1807,John Smith,New York,Democratic-Republican,72
1807,William Branch Giles,Virginia,Democratic-Republican,45
1807,James Fenner,Rhode Island,Democratic-Republican,36
1807,Buckner Thruston,Kentucky,Democratic-Republican,44
1807,Aaron Kitchell,New Jersey,Democratic-Republican,63
1807,Nicholas Gilman,New Hampshire,Democratic-Republican,52
1807,James Turner,North Carolina,Democratic-Republican,41
1807,John Gaillard,South Carolina,Democratic-Republican,42
1807,Henry Clay,Kentucky,Democratic-Republican,30
1807,John Milledge,Georgia,Democratic-Republican,50
1807,Philip Reed,Maryland,Democratic-Republican,47
1807,George Jones,Georgia,Democratic-Republican,41
1807,Edward Tiffin,Ohio,Democratic-Republican,41
1807,Nahum Parker,New Hampshire,Democratic-Republican,47
1807,Elisha Mathewson,Rhode Island,Democratic-Republican,40
1807,William H. Crawford,Georgia,Democratic-Republican,35
1807,John Pope,Kentucky,Democratic-Republican,37
1807,Andrew Gregg,Pennsylvania,Democratic-Republican,52
1807,Chauncey Goodrich,Connecticut,Federalist,48
1807,Jonathan Robinson,Vermont,Democratic-Republican,51
1808,James Hillhouse,Connecticut,Federalist,54
1808,Joseph Anderson,Tennessee,Democratic-Republican,51
1808,Samuel White,Delaware,Federalist,38
1808,Thomas Sumter,South Carolina,Democratic-Republican,74
1808,John Quincy Adams,Massachusetts,Federalist,41
1808,John Smith,Ohio,Democratic-Republican,73
1808,Samuel Maclay,Pennsylvania,Democratic-Republican,67
1808,John Condit,New Jersey,Democratic-Republican,53
1808,Timothy Pickering,Massachusetts,Federalist,63
1808,Samuel Smith,Maryland,Democratic-Republican,56
1808,Benjamin Howland,Rhode Island,Democratic-Republican,53
1808,Samuel L. Mitchill,New York,Democratic-Republican,44
1808,Andrew Moore,Virginia,Democratic-Republican,56
1808,James A. Bayard Sr.,Delaware,Federalist,41
1808,John Smith,New York,Democratic-Republican,73
1808,William Branch Giles,Virginia,Democratic-Republican,46
1808,Buckner Thruston,Kentucky,Democratic-Republican,45
1808,Aaron Kitchell,New Jersey,Democratic-Republican,64
1808,Nicholas Gilman,New Hampshire,Democratic-Republican,53
1808,James Turner,North Carolina,Democratic-Republican,42
1808,John Gaillard,South Carolina,Democratic-Republican,43
1808,John Milledge,Georgia,Democratic-Republican,51
1808,Philip Reed,Maryland,Democratic-Republican,48
1808,Edward Tiffin,Ohio,Democratic-Republican,42
1808,Nahum Parker,New Hampshire,Democratic-Republican,48
1808,Elisha Mathewson,Rhode Island,Democratic-Republican,41
1808,William H. Crawford,Georgia,Democratic-Republican,36
1808,John Pope,Kentucky,Democratic-Republican,38
1808,Andrew Gregg,Pennsylvania,Democratic-Republican,53
1808,Chauncey Goodrich,Connecticut,Federalist,49
1808,Jonathan Robinson,Vermont,Democratic-Republican,52
1808,Return J. Meigs Jr.,Ohio,Democratic-Republican,44
1808,James Lloyd of Massachusetts,Massachusetts,Federalist,39
1809,James Hillhouse,Connecticut,Federalist,55
1809,Joseph Anderson,Tennessee,Democratic-Republican,52
1809,Samuel White,Delaware,Federalist,39
1809,Thomas Sumter,South Carolina,Democratic-Republican,75
1809,Samuel Maclay,Pennsylvania,Democratic-Republican,68
1809,John Condit,New Jersey,Democratic-Republican,54
1809,Timothy Pickering,Massachusetts,Federalist,64
1809,Samuel Smith,Maryland,Democratic-Republican,57
1809,Benjamin Howland,Rhode Island,Democratic-Republican,54
1809,Samuel L. Mitchill,New York,Democratic-Republican,45
1809,Andrew Moore,Virginia,Democratic-Republican,57
1809,James A. Bayard Sr.,Delaware,Federalist,42
1809,John Smith,New York,Democratic-Republican,74
1809,William Branch Giles,Virginia,Democratic-Republican,47
1809,Buckner Thruston,Kentucky,Democratic-Republican,46
1809,Aaron Kitchell,New Jersey,Democratic-Republican,65
1809,Nicholas Gilman,New Hampshire,Democratic-Republican,54
1809,James Turner,North Carolina,Democratic-Republican,43
1809,John Gaillard,South Carolina,Democratic-Republican,44
1809,John Milledge,Georgia,Democratic-Republican,52
1809,Philip Reed,Maryland,Democratic-Republican,49
1809,Edward Tiffin,Ohio,Democratic-Republican,43
1809,Nahum Parker,New Hampshire,Democratic-Republican,49
1809,Elisha Mathewson,Rhode Island,Democratic-Republican,42
1809,William H. Crawford,Georgia,Democratic-Republican,37
1809,John Pope,Kentucky,Democratic-Republican,39
1809,Andrew Gregg,Pennsylvania,Democratic-Republican,54
1809,Chauncey Goodrich,Connecticut,Federalist,50
1809,Jonathan Robinson,Vermont,Democratic-Republican,53
1809,Return J. Meigs Jr.,Ohio,Democratic-Republican,45
1809,James Lloyd of Massachusetts,Massachusetts,Federalist,40
1809,Francis Malbone,Rhode Island,Federalist,50
1809,Stanley Griswold,Ohio,Democratic-Republican,46
1809,Jenkin Whiteside,Tennessee,Democratic-Republican,37
1809,Christopher G. Champlin,Rhode Island,Federalist,41
1809,Alexander Campbell,Ohio,Democratic-Republican,30
1809,Richard Brent,Virginia,Democratic-Republican,52
1809,Michael Leib,Pennsylvania,Democratic-Republican,49
1809,John Lambert,New Jersey,Democratic-Republican,63
1809,Obadiah German,New York,Democratic-Republican,43
1809,Charles Tait,Georgia,Democratic-Republican,41
1810,James Hillhouse,Connecticut,Federalist,56
1810,Joseph Anderson,Tennessee,Democratic-Republican,53
1810,Thomas Sumter,South Carolina,Democratic-Republican,76
1810,Timothy Pickering,Massachusetts,Federalist,65
1810,Samuel Smith,Maryland,Democratic-Republican,58
1810,James A. Bayard Sr.,Delaware,Federalist,43
1810,John Smith,New York,Democratic-Republican,75
1810,William Branch Giles,Virginia,Democratic-Republican,48
1810,Nicholas Gilman,New Hampshire,Democratic-Republican,55
1810,James Turner,North Carolina,Democratic-Republican,44
1810,John Gaillard,South Carolina,Democratic-Republican,45
1810,Philip Reed,Maryland,Democratic-Republican,50
1810,Nahum Parker,New Hampshire,Democratic-Republican,50
1810,Elisha Mathewson,Rhode Island,Democratic-Republican,43
1810,William H. Crawford,Georgia,Democratic-Republican,38
1810,John Pope,Kentucky,Democratic-Republican,40
1810,Andrew Gregg,Pennsylvania,Democratic-Republican,55
1810,Chauncey Goodrich,Connecticut,Federalist,51
1810,Jonathan Robinson,Vermont,Democratic-Republican,54
1810,Return J. Meigs Jr.,Ohio,Democratic-Republican,46
1810,James Lloyd of Massachusetts,Massachusetts,Federalist,41
1810,Jenkin Whiteside,Tennessee,Democratic-Republican,38
1810,Christopher G. Champlin,Rhode Island,Federalist,42
1810,Alexander Campbell,Ohio,Democratic-Republican,31
1810,Richard Brent,Virginia,Democratic-Republican,53
1810,Michael Leib,Pennsylvania,Democratic-Republican,50
1810,John Lambert,New Jersey,Democratic-Republican,64
1810,Obadiah German,New York,Democratic-Republican,44
1810,Charles Tait,Georgia,Democratic-Republican,42
1810,Henry Clay,Kentucky,Democratic-Republican,33
1810,Charles Cutts,New Hampshire,Democratic-Republican,41
1810,John Taylor,South Carolina,Democratic-Republican,40
1810,Outerbridge Horsey,Delaware,Federalist,33
1810,Samuel W. Dana,Connecticut,Federalist,50
1811,Joseph Anderson,Tennessee,Democratic-Republican,54
1811,Timothy Pickering,Massachusetts,Federalist,66
1811,Samuel Smith,Maryland,Democratic-Republican,59
1811,James A. Bayard Sr.,Delaware,Federalist,44
1811,John Smith,New York,Democratic-Republican,76
1811,William Branch Giles,Virginia,Democratic-Republican,49
1811,Nicholas Gilman,New Hampshire,Democratic-Republican,56
1811,James Turner,North Carolina,Democratic-Republican,45
1811,John Gaillard,South Carolina,Democratic-Republican,46
1811,Philip Reed,Maryland,Democratic-Republican,51
1811,Elisha Mathewson,Rhode Island,Democratic-Republican,44
1811,William H. Crawford,Georgia,Democratic-Republican,39
1811,John Pope,Kentucky,Democratic-Republican,41
1811,Andrew Gregg,Pennsylvania,Democratic-Republican,56
1811,Chauncey Goodrich,Connecticut,Federalist,52
1811,Jonathan Robinson,Vermont,Democratic-Republican,55
1811,James Lloyd of Massachusetts,Massachusetts,Federalist,42
1811,Jenkin Whiteside,Tennessee,Democratic-Republican,39
1811,Christopher G. Champlin,Rhode Island,Federalist,43
1811,Alexander Campbell,Ohio,Democratic-Republican,32
1811,Richard Brent,Virginia,Democratic-Republican,54
1811,Michael Leib,Pennsylvania,Democratic-Republican,51
1811,John Lambert,New Jersey,Democratic-Republican,65
1811,Obadiah German,New York,Democratic-Republican,45
1811,Charles Tait,Georgia,Democratic-Republican,43
1811,Henry Clay,Kentucky,Democratic-Republican,34
1811,Charles Cutts,New Hampshire,Democratic-Republican,42
1811,John Taylor,South Carolina,Democratic-Republican,41
1811,Outerbridge Horsey,Delaware,Federalist,34
1811,Samuel W. Dana,Connecticut,Federalist,51
1811,George M. Bibb,Kentucky,Democratic-Republican,35
1811,George W. Campbell,Tennessee,Democratic-Republican,42
1811,Jeremiah B. Howell,Rhode Island,Democratic-Republican,40
1811,Joseph Bradley Varnum,Massachusetts,Democratic-Republican,60
1811,William Hunter,Rhode Island,Federalist,37
1812,Joseph Anderson,Tennessee,Democratic-Republican,55
1812,Samuel Smith,Maryland,Democratic-Republican,60
1812,James A. Bayard Sr.,Delaware,Federalist,45
1812,John Smith,New York,Democratic-Republican,77
1812,William Branch Giles,Virginia,Democratic-Republican,50
1812,Nicholas Gilman,New Hampshire,Democratic-Republican,57
1812,James Turner,North Carolina,Democratic-Republican,46
1812,John Gaillard,South Carolina,Democratic-Republican,47
1812,Philip Reed,Maryland,Democratic-Republican,52
1812,William H. Crawford,Georgia,Democratic-Republican,40
1812,John Pope,Kentucky,Democratic-Republican,42
1812,Andrew Gregg,Pennsylvania,Democratic-Republican,57
1812,Chauncey Goodrich,Connecticut,Federalist,53
1812,Jonathan Robinson,Vermont,Democratic-Republican,56
1812,James Lloyd of Massachusetts,Massachusetts,Federalist,43
1812,Alexander Campbell,Ohio,Democratic-Republican,33
1812,Richard Brent,Virginia,Democratic-Republican,55
1812,Michael Leib,Pennsylvania,Democratic-Republican,52
1812,John Lambert,New Jersey,Democratic-Republican,66
1812,Obadiah German,New York,Democratic-Republican,46
1812,Charles Tait,Georgia,Democratic-Republican,44
1812,Charles Cutts,New Hampshire,Democratic-Republican,43
1812,John Taylor,South Carolina,Democratic-Republican,42
1812,Outerbridge Horsey,Delaware,Federalist,35
1812,Samuel W. Dana,Connecticut,Federalist,52
1812,George M. Bibb,Kentucky,Democratic-Republican,36
1812,George W. Campbell,Tennessee,Democratic-Republican,43
1812,Jeremiah B. Howell,Rhode Island,Democratic-Republican,41
1812,Joseph Bradley Varnum,Massachusetts,Democratic-Republican,61
1812,William Hunter,Rhode Island,Federalist,38
1812,Jean N. Destrehan,Louisiana,Democratic-Republican,58
1812,Allan B. Magruder,Louisiana,Democratic-Republican,37
1812,Thomas Posey,Louisiana,Democratic-Republican,62
1813,Joseph Anderson,Tennessee,Democratic-Republican,56
1813,Samuel Smith,Maryland,Democratic-Republican,61
1813,James A. Bayard Sr.,Delaware,Federalist,46
1813,John Smith,New York,Democratic-Republican,78
1813,William Branch Giles,Virginia,Democratic-Republican,51
